"Domain.name","Domain.type","Agency","Organization.name","City","State","Security.contact.email","Domain.Name","Registrar.WHOIS.Server","Registrar.URL","Updated.Date","Creation.Date","Registry.Expiry.Date","Registrar","Registrar.IANA.ID","Registrar.Abuse.Contact.Email","Registrar.Abuse.Contact.Phone","Domain.Status","Registry.Registrant.ID","Registrant.Name","Registrant.Organization","Registrant.Street","Registrant.City","Registrant.State.Province","Registrant.Postal.Code","Registrant.Country","Registrant.Phone","Registrant.Email","Registry.Admin.ID","Admin.Name","Admin.Organization","Admin.Street","Admin.City","Admin.State.Province","Admin.Postal.Code","Admin.Country","Admin.Phone","Admin.Email","Registry.Tech.ID","Tech.Name","Tech.Organization","Tech.Street","Tech.City","Tech.State.Province","Tech.Postal.Code","Tech.Country","Tech.Phone","Tech.Fax","Tech.Email","Registry.Security.ID","Security.Name","Security.Organization","Security.Street","Security.City","Security.State.Province","Security.Postal.Code","Security.Country","Security.Phone","Security.Email","Name.Server","DNSSEC","Registrant.Fax","Admin.Fax","president","simple_date"
"stopalcoholabuse.gov","Federal - Executive","Department of Health and Human Services","Substance Abuse and Mental Health Services Administration","Rockville","MD","responsibledisclosure@hhs.gov","stopalcoholabuse.gov","whois.nic.gov","https://get.gov","2024-03-04T13:54:14Z",2005-10-13 15:19:21,"2025-10-13T15:19:21Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","responsibledisclosure@hhs.gov","ns12.hhs.gov","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","George W. Bush",2005-10-13
"republicans.gov","Federal - Legislative","The Legislative Branch","House Republican Conference","Washington","DC","(blank)","republicans.gov","whois.nic.gov","https://get.gov","2024-03-22T23:42:18Z",2005-10-21 02:24:46,"2025-10-21T02:24:46Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY",NA,"REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","pdns109.ultradns.org","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","George W. Bush",2005-10-21
"contractdirectory.gov","Federal - Executive","General Services Administration","GSA, FAS, FPDS","Arlington","VA","gsa-vulnerability-reports@gsa.gov","contractdirectory.gov","whois.nic.gov","https://get.gov","2024-07-02T14:19:08Z",2005-11-04 18:40:58,"2025-09-30T13:46:55Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY",NA,"REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","gsa-vulnerability-reports@gsa.gov","dns5.gsa.gov","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","George W. Bush",2005-11-04
"directoasucuenta.gov","Federal - Executive","Department of the Treasury","Bureau of the Fiscal Service","Washington","DC","domainsecurity@treasury.gov","directoasucuenta.gov","whois.nic.gov","https://get.gov","2024-01-08T02:58:17Z",2005-11-21 19:06:39,"2025-11-21T19:06:39Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","domainsecurity@treasury.gov","pdns108.ultradns.org","signedDelegation",NA,NA,"George W. Bush",2005-11-21
"godirect.gov","Federal - Executive","Department of the Treasury","Bureau of the Fiscal Service","Washington","DC","domainsecurity@treasury.gov","godirect.gov","whois.nic.gov","https://get.gov","2024-01-08T03:03:30Z",2005-11-21 19:06:39,"2025-11-21T19:06:39Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","domainsecurity@treasury.gov","pdns108.ultradns.org","signedDelegation",NA,NA,"George W. Bush",2005-11-21
"cfo.gov","Federal - Executive","General Services Administration","GSA, IC, OGP Web Portfolio","Washington","DC","gsa-vulnerability-reports@gsa.gov","cfo.gov","whois.nic.gov","https://get.gov","2024-06-06T19:52:57Z",2005-11-22 17:16:28,"2024-11-22T17:16:28Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY",NA,"REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","gsa-vulnerability-reports@gsa.gov","dns5.gsa.gov","signedDelegation",NA,NA,"George W. Bush",2005-11-22
"pepfar.gov","Federal - Executive","Department of State","Bureau of Global Public Affairs (GPA)","Washington","DC","VDPSubmission@state.gov","pepfar.gov","whois.nic.gov","https://get.gov","2024-09-04T15:36:12Z",2005-11-29 16:12:05,"2024-11-29T16:12:05Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","VDPSubmission@state.gov","a9-64.akam.net","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","George W. Bush",2005-11-29
"lctl.gov","Federal - Legislative","Library of Congress","Library of Congress","Washington","DC","security@loc.gov","lctl.gov","whois.nic.gov","https://get.gov","2024-01-08T03:09:45Z",2005-11-30 20:44:53,"2025-11-30T20:44:53Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","security@loc.gov","kevin.ns.cloudflare.com","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","George W. Bush",2005-11-30
"consumidor.gov","Federal - Executive","Federal Trade Commission","Division of Consumer & Business Education (DCBE)","Washington","DC","security@ftc.gov","consumidor.gov","whois.nic.gov","https://get.gov","2024-01-08T02:56:21Z",2005-12-02 19:59:07,"2024-12-02T19:59:07Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY",NA,"REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","security@ftc.gov","a7-67.akam.net","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","George W. Bush",2005-12-02
"opensource.gov","Federal - Executive","Central Intelligence Agency","DNI Open Source Center","Washington","DC","(blank)","opensource.gov","whois.nic.gov","https://get.gov","2024-01-08T03:18:20Z",2005-12-08 14:13:41,"2024-12-08T14:13:41Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY",NA,"REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","ns-544.awsdns-04.net","unsigned","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","George W. Bush",2005-12-08
"usgeo.gov","Federal - Executive","National Aeronautics and Space Administration","NASA Langley Research Center","Huntsville","AL","soc@nasa.gov","usgeo.gov","whois.nic.gov","https://get.gov","2024-09-30T14:08:49Z",2005-12-09 17:04:23,"2024-12-09T17:04:23Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","soc@nasa.gov","a9-64.akam.net","signedDelegation",NA,NA,"George W. Bush",2005-12-09
"ondcp.gov","Federal - Executive","Executive Office of the President","Office of National Drug Control Policy","Washington","DC","dl.eop.cloudadmin@eop.gov","ondcp.gov","whois.nic.gov","https://get.gov","2024-05-08T23:32:50Z",2005-12-09 19:41:37,"2024-12-09T19:41:37Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","dl.eop.cloudadmin@eop.gov","wally.ns.cloudflare.com","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","George W. Bush",2005-12-09
"adlnet.gov","Federal - Executive","Department of Defense","Advanced Distributed Learning Initiative","Washington","DC","cybersecurity@adlnet.gov","adlnet.gov","whois.nic.gov","https://get.gov","2024-01-08T02:47:00Z",2005-12-14 13:08:13,"2024-12-14T13:08:13Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","cybersecurity@adlnet.gov","ns-650.awsdns-17.net","unsigned","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","George W. Bush",2005-12-14
"fedrooms.gov","Federal - Executive","General Services Administration","GSA, IDI, ECAS II","Arlington","VA","gsa-vulnerability-reports@gsa.gov","fedrooms.gov","whois.nic.gov","https://get.gov","2024-07-15T17:21:57Z",2005-12-20 15:19:56,"2024-12-20T15:19:56Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY",NA,"REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","gsa-vulnerability-reports@gsa.gov","dns5.gsa.gov","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","George W. Bush",2005-12-20
"volcano.gov","Federal - Executive","Department of the Interior","US Geological Survey/Volcano Science Center","Vancouver","WA","mjrandall@usgs.gov","volcano.gov","whois.nic.gov","https://get.gov","2024-01-08T03:31:29Z",2005-12-23 17:07:07,"2024-12-23T17:07:07Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","mjrandall@usgs.gov","ram.ns.cloudflare.com","signedDelegation",NA,NA,"George W. Bush",2005-12-23
